GENE,PDB ID,PARTNER GENES,METHOD,RESOLUTION,RELEASE DATE,SOURCE ORGANISM,KINGDOM,PROK_EUK,OLIGOMERIC STATE,MOLECULAR WEIGHT,STRUCTURE AUTHOR,PUBLICATION YEAR
XPR1,9JXK,,ELECTRON MICROSCOPY,3.38,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,73.61,"Zhang, Y.",2025
XPR1,9JXL,,ELECTRON MICROSCOPY,3.23,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,74.45,"Zhang, Y.",2025
XPR1,9JXM,,ELECTRON MICROSCOPY,3.48,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,74.35,"Zhang, Y.",2025
XPR1,9JXN,,ELECTRON MICROSCOPY,3.12,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,148.38,"Zhang, Y.",2025
XPR1,9JXO,,ELECTRON MICROSCOPY,3.48,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,148.1,"Zhang, Y.",2025
XPR1,9JXP,,ELECTRON MICROSCOPY,3.53,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,93.01,"Zhang, Y.",2025
XPR1,9JXQ,,ELECTRON MICROSCOPY,3.44,2025-08-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,240.38,"Zhang, Y.",2025
XPR1,9JXR,,ELECTRON MICROSCOPY,3.53,2025-08-27T00:00:00.000+00:00,Drosophila melanogaster,Eukaryota,Eukaryotic,dimeric,156.62,"Zhang, Y.",2025
SLC1A1,1XFH,,X-RAY DIFFRACTION,3.5,2004-10-26T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,133.93,"Gouaux, E.",2004
SLC1A1,2NWL,,X-RAY DIFFRACTION,2.96,2007-02-27T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,trimeric,135.05,"Shimamoto, K.",2007
SLC1A1,2NWW,,X-RAY DIFFRACTION,3.2,2007-02-27T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,trimeric,134.64,"Shimamoto, K.",2007
SLC1A1,2NWX,,X-RAY DIFFRACTION,3.29,2007-02-27T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,trimeric,135.23,"Shimamoto, K.",2007
SLC1A1,3KBC,,X-RAY DIFFRACTION,3.51,2009-12-01T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,trimeric,135.81,"Boudker, O.",2009
SLC1A1,3V8F,,X-RAY DIFFRACTION,3.8,2012-02-15T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.9,"Boudker, O.",2012
SLC1A1,3V8G,,X-RAY DIFFRACTION,4.66,2012-02-15T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,268.95,"Boudker, O.",2012
SLC1A1,4IZM,,X-RAY DIFFRACTION,4.5,2013-04-10T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.52,"Boudker, O.",2013
SLC1A1,4OYE,,X-RAY DIFFRACTION,4.0,2014-09-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,hexameric,516.1,"Oh, S.",2014
SLC1A1,4OYF,,X-RAY DIFFRACTION,3.41,2014-08-13T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,hexameric,267.99,"Serio, R.",2014
SLC1A1,4P19,,X-RAY DIFFRACTION,3.25,2014-06-04T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.45,"Boudker, O.",2014
SLC1A1,4P1A,,X-RAY DIFFRACTION,3.75,2014-06-04T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,135.68,"Boudker, O.",2014
SLC1A1,4P3J,,X-RAY DIFFRACTION,3.5,2014-06-04T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,Trimeric,134.45,"Boudker, O.",2014
SLC1A1,4P6H,,X-RAY DIFFRACTION,4.08,2014-06-04T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,Trimeric,135.68,"Boudker, O.",2014
SLC1A1,4X2S,,X-RAY DIFFRACTION,4.21,2015-02-04T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.23,"Boudker, O.",2015
SLC1A1,5CFY,,X-RAY DIFFRACTION,3.5,2016-04-20T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,hexameric,270.0,"Oh, S.",2014
SLC1A1,6BAT,,X-RAY DIFFRACTION,3.4,2018-01-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,133.47,"Ryan, R.M.",2018
SLC1A1,6BAU,,X-RAY DIFFRACTION,3.8,2018-01-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,133.27,"Ryan, R.M.",2018
SLC1A1,6BAV,,X-RAY DIFFRACTION,3.7,2018-01-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,133.47,"Ryan, R.M.",2018
SLC1A1,6BMI,,X-RAY DIFFRACTION,3.9,2018-01-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,133.18,"Ryan, R.M.",2018
SLC1A1,6CTF,,X-RAY DIFFRACTION,4.05,2018-10-10T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,130.51,"Oh, S.",2018
SLC1A1,6V8G,,X-RAY DIFFRACTION,3.38,2020-11-18T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.38,"Huysmans, G.H.M.",2021
SLC1A1,6WYJ,,ELECTRON MICROSCOPY,3.7,2021-02-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,monomeric,44.72,"Ryan, R.M.",2021
SLC1A1,6WYK,,ELECTRON MICROSCOPY,4.0,2021-02-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,monomeric,44.72,"Ryan, R.M.",2021
SLC1A1,6WYL,,ELECTRON MICROSCOPY,3.9,2021-02-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.15,"Ryan, R.M.",2021
SLC1A1,6WZB,,X-RAY DIFFRACTION,3.45,2021-02-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.94,"Ryan, R.",2021
SLC1A1,6X01,,X-RAY DIFFRACTION,3.65,2021-02-17T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,134.29,"Ryan, R.",2021
SLC1A1,7AHK,,X-RAY DIFFRACTION,2.5,2020-11-18T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,trimeric,49.56,"Gordeliy, V.",2020
SLC1A1,7RCP,,ELECTRON MICROSCOPY,2.2,2022-04-20T00:00:00.000+00:00,Pyrococcus horikoshii OT3,Archaea,Prokaryotic,trimeric,132.32,"Boudker, O.",2022
SLC1A1,7UG0,,ELECTRON MICROSCOPY,2.55,2023-03-29T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.42,"Boudker, O.",2023
SLC1A1,7UGD,,ELECTRON MICROSCOPY,2.95,2023-03-29T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.34,"Boudker, O.",2023
SLC1A1,7UGJ,,ELECTRON MICROSCOPY,2.81,2023-03-29T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.42,"Boudker, O.",2023
SLC1A1,7UGV,,ELECTRON MICROSCOPY,2.94,2023-03-29T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.34,"Boudker, O.",2023
SLC1A1,7UGX,,ELECTRON MICROSCOPY,2.96,2023-03-29T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.34,"Boudker, O.",2023
SLC1A1,7UH3,,ELECTRON MICROSCOPY,2.99,2023-03-29T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.34,"Boudker, O.",2023
SLC1A1,7UH6,,ELECTRON MICROSCOPY,3.44,2023-03-29T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.34,"Boudker, O.",2023
SLC1A1,9BH1,,ELECTRON MICROSCOPY,3.1,2025-03-12T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.64,"Boudker, O.",2024
SLC1A1,9BH2,,ELECTRON MICROSCOPY,2.7,2025-03-12T00:00:00.000+00:00,Pyrococcus horikoshii,Archaea,Prokaryotic,monomeric,44.64,"Boudker, O.",2024
SLC1A1,4KY0,,X-RAY DIFFRACTION,3.0,2013-09-11T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,137.93,"Slotboom, D.J.",2013
SLC1A1,5DWY,,X-RAY DIFFRACTION,2.7,2016-09-28T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,144.73,"Slotboom, D.J.",2016
SLC1A1,5E9S,,X-RAY DIFFRACTION,2.8,2016-09-28T00:00:00.000+00:00,Thermococcus kodakarensis,Archaea,Prokaryotic,trimeric,149.74,"Slotboom, D.J.",2016
SLC1A1,6R7R,,X-RAY DIFFRACTION,2.8,2019-04-17T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,143.87,"Slotboom, D.J.",2019
SLC1A1,6XWN,,ELECTRON MICROSCOPY,3.47,2020-03-04T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,137.22,"Guskov, A.",2020
SLC1A1,6XWO,,ELECTRON MICROSCOPY,3.39,2020-03-04T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,136.87,"Guskov, A.",2020
SLC1A1,6XWP,,ELECTRON MICROSCOPY,3.38,2020-03-04T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,137.01,"Guskov, A.",2020
SLC1A1,6XWQ,,ELECTRON MICROSCOPY,3.41,2020-03-04T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,137.14,"Guskov, A.",2020
SLC1A1,6XWR,,ELECTRON MICROSCOPY,3.22,2020-03-04T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,136.74,"Guskov, A.",2020
SLC1A1,6ZGB,,X-RAY DIFFRACTION,3.2,2021-01-27T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,141.48,"Guskov, A.",2021
SLC1A1,6ZL4,,X-RAY DIFFRACTION,3.0,2021-01-27T00:00:00.000+00:00,Thermococcus kodakarensis,Archaea,Prokaryotic,trimeric,146.04,"Guskov, A.",2021
SLC1A1,6ZLH,,X-RAY DIFFRACTION,2.8,2021-01-27T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,trimeric,146.04,"Guskov, A.",2021
SLC1A1,7NGH,,ELECTRON MICROSCOPY,3.5,2021-09-15T00:00:00.000+00:00,Thermococcus kodakarensis KOD1,Archaea,Prokaryotic,tetrameric,155.49,"Guskov, A.",2021
SLC1A1,8AFA,,ELECTRON MICROSCOPY,3.25,2023-04-05T00:00:00.000+00:00,Thermococcus kodakarensis,Archaea,Prokaryotic,trimeric,140.64,"Guskov, A.",2023
SLC2A1,4GBY,,X-RAY DIFFRACTION,2.808,2012-10-17T00:00:00.000+00:00,Escherichia coli K-12,Bacteria,Prokaryotic,monomeric,55.02,"Yan, N.",2012
SLC2A1,4GBZ,,X-RAY DIFFRACTION,2.894,2012-10-17T00:00:00.000+00:00,Escherichia coli K-12,Bacteria,Prokaryotic,monomeric,55.05,"Yan, N.",2012
SLC2A1,4GC0,,X-RAY DIFFRACTION,2.6,2012-10-17T00:00:00.000+00:00,Escherichia coli K-12,Bacteria,Prokaryotic,monomeric,55.11,"Yan, C.Y.",2012
SLC2A1,4JA3,,X-RAY DIFFRACTION,3.8,2013-05-01T00:00:00.000+00:00,Escherichia coli K-12,Bacteria,Prokaryotic,monomeric,106.66,"Nordlund, P.",2013
SLC2A1,4JA4,,X-RAY DIFFRACTION,4.2,2013-05-01T00:00:00.000+00:00,Escherichia coli K-12,Bacteria,Prokaryotic,monomeric,158.89,"Nordlund, P.",2013
SLC2A1,4QIQ,,X-RAY DIFFRACTION,3.51,2014-08-06T00:00:00.000+00:00,Escherichia coli K-12,Bacteria,Prokaryotic,monomeric,52.25,"Gonen, T.",2014
SLC2A1,6N3I,,X-RAY DIFFRACTION,3.69,2019-03-27T00:00:00.000+00:00,Escherichia coli,Bacteria,Prokaryotic,monomeric,56.77,"Yan, N.",2019
SLC5A1,2XQ2,,X-RAY DIFFRACTION,2.73,2010-12-08T00:00:00.000+00:00,Vibrio parahaemolyticus,Bacteria,Prokaryotic,dimeric,127.32,"Abramson, J.",2010
SLC5A1,3DH4,,X-RAY DIFFRACTION,2.7,2008-08-05T00:00:00.000+00:00,Vibrio parahaemolyticus,Bacteria,Prokaryotic,tetrameric,229.22,"Cascio, D.",2008
SLC6A4,2A65,,X-RAY DIFFRACTION,1.65,2005-08-02T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.75,"Gouaux, E.",2005
SLC6A4,2Q6H,,X-RAY DIFFRACTION,1.85,2007-08-21T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,60.35,"Gouaux, E.",2007
SLC6A4,2Q72,,X-RAY DIFFRACTION,1.7,2007-08-21T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,60.28,"Gouaux, E.",2007
SLC6A4,2QB4,,X-RAY DIFFRACTION,1.9,2007-08-21T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,60.25,"Gouaux, E.",2007
SLC6A4,2QEI,,X-RAY DIFFRACTION,1.85,2007-08-21T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,60.3,"Gouaux, E.",2007
SLC6A4,2QJU,,X-RAY DIFFRACTION,2.9,2007-08-21T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.77,New York Consortium on Membrane Protein Structure (NYCOMPS),2007
SLC6A4,3F3A,,X-RAY DIFFRACTION,2.0,2008-12-23T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,61.19,"Gouaux, E.",2008
SLC6A4,3F3C,,X-RAY DIFFRACTION,2.1,2008-12-23T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,59.77,"Gouaux, E.",2008
SLC6A4,3F3D,,X-RAY DIFFRACTION,2.3,2008-12-23T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,59.73,"Gouaux, E.",2008
SLC6A4,3F3E,,X-RAY DIFFRACTION,1.8,2008-12-23T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,60.3,"Gouaux, E.",2008
SLC6A4,3F48,,X-RAY DIFFRACTION,1.9,2008-12-23T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,59.97,"Gouaux, E.",2008
SLC6A4,3F4I,,X-RAY DIFFRACTION,1.95,2008-12-23T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,59.78,"Gouaux, E.",2008
SLC6A4,3F4J,,X-RAY DIFFRACTION,2.15,2008-12-23T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,59.37,"Gouaux, E.",2008
SLC6A4,3GJC,,X-RAY DIFFRACTION,2.8,2009-04-28T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,117.47,"Nissen, P.",2009
SLC6A4,3GJD,,X-RAY DIFFRACTION,2.0,2009-04-28T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,59.58,"Nissen, P.",2009
SLC6A4,3GWU,,X-RAY DIFFRACTION,2.14,2009-05-12T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.09,"Wang, D.N.",2009
SLC6A4,3GWV,,X-RAY DIFFRACTION,2.35,2009-05-12T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.1,"Wang, D.N.",2009
SLC6A4,3GWW,,X-RAY DIFFRACTION,2.46,2009-05-12T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.1,"Wang, D.N.",2009
SLC6A4,3MPN,,X-RAY DIFFRACTION,2.25,2010-12-01T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,58.99,"Kroncke, B.M.",2010
SLC6A4,3MPQ,,X-RAY DIFFRACTION,2.25,2010-12-01T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,dimeric,58.15,"Kroncke, B.M.",2010
SLC6A4,3QS4,,X-RAY DIFFRACTION,2.631,2011-10-12T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,59.57,"Gouaux, E.",2012
SLC6A4,3QS5,,X-RAY DIFFRACTION,2.6,2011-10-12T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,59.22,"Gouaux, E.",2012
SLC6A4,3QS6,,X-RAY DIFFRACTION,2.801,2011-10-12T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,59.17,"Gouaux, E.",2012
SLC6A4,3TT1,,X-RAY DIFFRACTION,3.099,2012-01-04T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,trimeric,212.61,"Gouaux, E.",2012
SLC6A4,3TT3,,X-RAY DIFFRACTION,3.22,2012-01-04T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,trimeric,106.41,"Gouaux, E.",2012
SLC6A4,3TU0,,X-RAY DIFFRACTION,2.994,2012-01-04T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,58.11,"Gouaux, E.",2012
SLC6A4,3USG,,X-RAY DIFFRACTION,2.502,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,58.76,"Gouaux, E.",2012
SLC6A4,3USI,,X-RAY DIFFRACTION,3.106,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,116.51,"Gouaux, E.",2012
SLC6A4,3USJ,,X-RAY DIFFRACTION,3.5,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,116.51,"Gouaux, E.",2012
SLC6A4,3USK,,X-RAY DIFFRACTION,4.5,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,233.02,"Gouaux, E.",2012
SLC6A4,3USL,,X-RAY DIFFRACTION,2.71,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,58.69,"Gouaux, E.",2012
SLC6A4,3USM,,X-RAY DIFFRACTION,3.008,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,58.63,"Gouaux, E.",2012
SLC6A4,3USO,,X-RAY DIFFRACTION,4.5,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,116.64,"Gouaux, E.",2012
SLC6A4,3USP,,X-RAY DIFFRACTION,2.1,2012-01-11T00:00:00.000+00:00,Aquifex aeolicus,Bacteria,Prokaryotic,monomeric,61.36,"Gouaux, E.",2012
SLC6A4,4FXZ,,X-RAY DIFFRACTION,2.601,2012-08-08T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,57.77,"Gouaux, E.",2012
SLC6A4,4FY0,,X-RAY DIFFRACTION,3.0,2012-08-08T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,57.62,"Gouaux, E.",2012
SLC6A4,4HMK,,X-RAY DIFFRACTION,3.0,2013-05-08T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,118.69,"Nissen, P.",2013
SLC6A4,4HOD,,X-RAY DIFFRACTION,3.3,2013-05-08T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.24,"Nissen, P.",2013
SLC6A4,4MM4,,X-RAY DIFFRACTION,2.886,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,116.76,"Gouaux, E.",2013
SLC6A4,4MM5,,X-RAY DIFFRACTION,3.2,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.34,"Gouaux, E.",2013
SLC6A4,4MM6,,X-RAY DIFFRACTION,3.1,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.33,"Gouaux, E.",2013
SLC6A4,4MM7,,X-RAY DIFFRACTION,2.85,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.3,"Gouaux, E.",2013
SLC6A4,4MM8,,X-RAY DIFFRACTION,3.31,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.34,"Gouaux, E.",2013
SLC6A4,4MM9,,X-RAY DIFFRACTION,2.9,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.35,"Gouaux, E.",2013
SLC6A4,4MMA,,X-RAY DIFFRACTION,3.3,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,58.35,"Gouaux, E.",2013
SLC6A4,4MMB,,X-RAY DIFFRACTION,2.25,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.01,"Gouaux, E.",2013
SLC6A4,4MMC,,X-RAY DIFFRACTION,2.3,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.23,"Gouaux, E.",2013
SLC6A4,4MMD,,X-RAY DIFFRACTION,2.3,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,117.7,"Gouaux, E.",2013
SLC6A4,4MME,,X-RAY DIFFRACTION,2.5,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,118.26,"Gouaux, E.",2013
SLC6A4,4MMF,,X-RAY DIFFRACTION,2.7,2013-10-16T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,117.98,"Gouaux, E.",2013
SLC6A4,5JAE,,X-RAY DIFFRACTION,2.5,2016-06-01T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,119.37,"Nissen, P.",2016
SLC6A4,5JAF,,X-RAY DIFFRACTION,3.021,2016-06-01T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.25,"Nissen, P.",2016
SLC6A4,5JAG,,X-RAY DIFFRACTION,2.58,2016-06-01T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,60.16,"Nissen, P.",2016
SLC6A4,6NLE,,X-RAY DIFFRACTION,2.615,2020-01-15T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,57.9,"Gouaux, E.",2019
SLC6A4,6XWM,,X-RAY DIFFRACTION,2.6,2020-05-06T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,dimeric,116.35,"Gether, U.",2020
SLC6A4,7LQJ,,X-RAY DIFFRACTION,2.144,2021-05-19T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.67,"Ryan, R.",2021
SLC6A4,7LQK,,X-RAY DIFFRACTION,2.1,2021-05-19T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.59,"Ryan, R.",2021
SLC6A4,7LQL,,X-RAY DIFFRACTION,2.6,2021-05-19T00:00:00.000+00:00,Aquifex aeolicus VF5,Bacteria,Prokaryotic,monomeric,59.34,"Ryan, R.",2021
SLC7A11,3L1L,,X-RAY DIFFRACTION,3.002,2010-02-02T00:00:00.000+00:00,Escherichia coli O157:H7,Bacteria,Prokaryotic,dimeric,47.38,"Shi, Y.",2010
SLC7A11,3LRB,,X-RAY DIFFRACTION,3.61,2010-02-23T00:00:00.000+00:00,Escherichia coli O157:H7,Bacteria,Prokaryotic,dimeric,93.74,"Shi, Y.",2009
SLC7A11,3LRC,,X-RAY DIFFRACTION,4.004,2010-02-23T00:00:00.000+00:00,Escherichia coli O157:H7,Bacteria,Prokaryotic,dimeric,187.48,"Shi, Y.",2009
SLC7A11,3OB6,,X-RAY DIFFRACTION,3.0,2011-03-16T00:00:00.000+00:00,Escherichia coli,Bacteria,Prokaryotic,dimeric,94.0,"Palacin, M.",2011
SLC7A11,5J4I,,X-RAY DIFFRACTION,2.207,2016-08-31T00:00:00.000+00:00,Escherichia coli O157:H7,Bacteria,Prokaryotic,dimeric,95.68,"Fotiadis, D.",2016
SLC7A11,5J4N,,X-RAY DIFFRACTION,2.594,2016-08-31T00:00:00.000+00:00,Escherichia coli O157:H7,Bacteria,Prokaryotic,dimeric,95.94,"Fotiadis, D.",2016
SLC7A11,7O82,,X-RAY DIFFRACTION,1.69,2021-09-08T00:00:00.000+00:00,Escherichia coli O157:H7,Bacteria,Prokaryotic,dimeric,97.76,"Fotiadis, D.",2021
SLC7A5,3GI8,,X-RAY DIFFRACTION,2.59,2009-08-18T00:00:00.000+00:00,Methanocaldococcus jannaschii,Archaea,Prokaryotic,trimeric,96.54,New York Consortium on Membrane Protein Structure (NYCOMPS),2009
SLC7A5,3GI9,,X-RAY DIFFRACTION,2.48,2009-08-18T00:00:00.000+00:00,Methanocaldococcus jannaschii,Archaea,Prokaryotic,trimeric,96.6,New York Consortium on Membrane Protein Structure (NYCOMPS),2009
SLC7A5,3GIA,,X-RAY DIFFRACTION,2.32,2009-08-18T00:00:00.000+00:00,Methanocaldococcus jannaschii,Archaea,Prokaryotic,monomeric,49.35,New York Consortium on Membrane Protein Structure (NYCOMPS),2009
SLC7A5,6F34,,X-RAY DIFFRACTION,3.13,2018-02-14T00:00:00.000+00:00,Geobacillus kaustophilus HTA426,Bacteria,Prokaryotic,dimeric,53.9,"Newstead, S.",2018
SLC11A1,5KTE,,X-RAY DIFFRACTION,3.941,2016-11-23T00:00:00.000+00:00,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539,Bacteria,Prokaryotic,trimeric,91.91,"Singharoy, A.",2016
